customer_id,name,email,age,purchase_frequency,phone
915,Sergey Bezos,sergey.bezos@example.com,27,high,0789-907942
916,Satya Zuckerberg,satya.zuckerberg@example.com,26,low,0741-119601
917,Linus Nadella,linus.nadella@example.com,,high,0757-964383
918,Sundar Pichai,sundar.pichai@example.com,,low,0732-274847
919,Bill Torvalds,bill.torvalds@example.com,62,low,0720-124916
920,Mark Page,mark.page@example.com,36,medium,0761-380202
921,Bill Zuckerberg,bill.zuckerberg@example.com,36,low,0734-526514
922,Bill Jobs,bill.jobs@example.com,,medium,0772-821963
923,Sundar Pichai,invalid_email,5,medium,0786-603399
924,Mark Jobs,mark.jobs@example.com,75,low,0714-431926
925,Sundar Jobs,invalid_email,38,high,0727-660898
926,Linus Jobs,linus.jobs@example.com,72,medium,0775-774145
927,Larry Bezos,larry.bezos@example.com,65,medium,0795-433605
928,Steve Nadella,steve.nadella@example.com,78,low,0729-727124
929,Mark Nadella,mark.nadella@example.com,58,medium,0764-557630
930,Steve Pichai,invalid_email,90,medium,0725-834995
931,Bill Bezos,invalid_email,29,medium,0734-563477
932,Bill Pichai,bill.pichai@example.com,52,low,0752-986014
933,Sergey Zuckerberg,sergey.zuckerberg@example.com,,medium,0755-107316
934,Larry Brin,larry.brin@example.com,,high,0776-851442
935,Jeff Torvalds,jeff.torvalds@example.com,20,high,0790-598976
936,Bill Jobs,invalid_email,17,low,0793-425353
937,Satya Pichai,invalid_email,30,low,0710-606181
938,Sergey Bezos,invalid_email,19,high,0714-301762
939,Steve Brin,steve.brin@example.com,,low,0749-396355
940,Sergey Nadella,sergey.nadella@example.com,1,high,0728-234021
941,Sergey Gates,sergey.gates@example.com,60,high,0764-782566
942,Linus Brin,linus.brin@example.com,83,medium,0796-607627
943,Sundar Torvalds,sundar.torvalds@example.com,25,low,0752-351812
944,Mark Nadella,mark.nadella@example.com,,high,0741-812042
945,Bill Zuckerberg,bill.zuckerberg@example.com,26,high,0721-803581
946,Elon Zuckerberg,elon.zuckerberg@example.com,54,low,0762-896198
947,Elon Bezos,elon.bezos@example.com,66,low,0787-669926
948,Larry Page,invalid_email,0,medium,0725-696901
949,Steve Zuckerberg,steve.zuckerberg@example.com,,low,0776-161271
950,Elon Nadella,elon.nadella@example.com,39,high,0773-299115
951,Mark Page,mark.page@example.com,41,low,0775-261171
952,Steve Nadella,steve.nadella@example.com,5,high,0771-287445
953,Mark Bezos,mark.bezos@example.com,39,high,0761-899457
954,Steve Gates,steve.gates@example.com,53,low,0794-839983
955,Sergey Brin,sergey.brin@example.com,48,low,0721-202190
956,Larry Torvalds,larry.torvalds@example.com,,low,0734-803931
957,Elon Musk,invalid_email,56,low,0728-225783
958,Mark Brin,mark.brin@example.com,34,medium,0721-475149
959,Linus Page,linus.page@example.com,40,medium,0763-728900
960,Jeff Gates,jeff.gates@example.com,,medium,0775-898797
961,Steve Pichai,steve.pichai@example.com,10,medium,0753-879446
962,Sergey Musk,sergey.musk@example.com,14,medium,0745-627140
963,Mark Page,mark.page@example.com,64,medium,0714-981525
964,Sergey Nadella,sergey.nadella@example.com,62,low,0762-296422
965,Elon Nadella,elon.nadella@example.com,,medium,0737-312890
966,Satya Brin,satya.brin@example.com,64,low,0797-784889
967,Steve Jobs,steve.jobs@example.com,,medium,0796-375045
968,Jeff Zuckerberg,jeff.zuckerberg@example.com,43,medium,0792-800489
969,Sergey Pichai,sergey.pichai@example.com,35,medium,0728-221854
970,Sundar Pichai,sundar.pichai@example.com,59,medium,0727-730340
971,Sergey Torvalds,sergey.torvalds@example.com,93,high,0788-993506
972,Elon Page,elon.page@example.com,18,low,0764-739178
973,Elon Page,invalid_email,35,low,0721-334348
974,Steve Page,steve.page@example.com,1,medium,0791-734598
975,Elon Jobs,elon.jobs@example.com,83,high,0736-425967
976,Sergey Brin,invalid_email,78,medium,0769-451980
977,Steve Zuckerberg,steve.zuckerberg@example.com,75,low,0745-421669
978,Mark Jobs,invalid_email,29,high,0710-799467
979,Mark Nadella,invalid_email,,medium,0767-472467
980,Steve Jobs,steve.jobs@example.com,86,low,0740-819083
981,Bill Zuckerberg,bill.zuckerberg@example.com,37,high,0796-204943
982,Mark Bezos,mark.bezos@example.com,,low,0729-722522
983,Larry Torvalds,larry.torvalds@example.com,58,high,0740-768838
984,Sergey Brin,sergey.brin@example.com,94,medium,0738-775733
985,Elon Nadella,elon.nadella@example.com,11,low,0789-725801
986,Bill Torvalds,bill.torvalds@example.com,58,low,0734-453317
987,Sergey Nadella,sergey.nadella@example.com,13,high,0763-359623
988,Jeff Nadella,jeff.nadella@example.com,54,low,0754-345901
989,Sergey Zuckerberg,sergey.zuckerberg@example.com,31,high,0738-366176
990,Steve Jobs,steve.jobs@example.com,,medium,0724-806548
991,Steve Gates,invalid_email,2,high,0751-901617
992,Bill Torvalds,bill.torvalds@example.com,65,high,0738-992419
993,Jeff Nadella,jeff.nadella@example.com,,medium,0758-478070
994,Linus Musk,linus.musk@example.com,22,high,0731-360922
995,Satya Bezos,satya.bezos@example.com,,high,0747-599476
996,Bill Pichai,bill.pichai@example.com,,low,0767-627436
997,Satya Torvalds,satya.torvalds@example.com,94,high,0739-488394
998,Sergey Gates,sergey.gates@example.com,33,medium,0797-920476
999,Sergey Jobs,sergey.jobs@example.com,29,high,0791-108864
1000,Bill Torvalds,invalid_email,26,medium,0719-967548
